2025-02-15T01:50:48,55237,GET /rate/afflicted+2014=3
2025-02-15T01:50:49,42674,GET /rate/the+traveler+2010=3
2025-02-15T01:50:49,25872,GET /rate/who+do+i+gotta+kill+1994=3
2025-02-15T01:50:52,54900,GET /rate/chappie+2015=4
2025-02-15T01:50:54,54475,GET /rate/despicable+me+2+2013=5
2025-02-15T01:50:59,47734,GET /rate/the+desperado+trail+1965=3
2025-02-15T01:51,4169,GET /rate/alice+in+wonderland+1951=4
2025-02-15T01:51:03,39553,GET /rate/blade+runner+1982=4
2025-02-15T01:47:24,42996,GET /rate/the+good_+the+bad+and+the+ugly+1966=4
2025-02-15T01:47:32,37649,GET /rate/the+matrix+1999=5
2025-02-15T01:47:36,46742,GET /rate/night+moves+1975=2
2025-02-15T01:47:36,74060,GET /rate/akira+1988=3
2025-02-15T01:47:36,93058,GET /rate/lord+of+war+2005=4
2025-02-15T01:47:37,15965,GET /rate/harakiri+1919=4
2025-02-15T01:47:43,18833,GET /rate/fight+club+1999=5
2025-02-15T01:47:45,30061,GET /rate/street+without+end+1934=4
2025-02-15T01:47:54,46000,GET /rate/son+of+rambow+2007=4
2025-02-15T01:47:57,70327,GET /rate/kismet+1955=4
2025-02-15T01:47:58,24867,GET /rate/raiders+of+the+lost+ark+1981=4
2025-02-15T01:47:58,101427,GET /rate/finding+nemo+2003=5
2025-02-15T01:48:03,27039,GET /rate/mr.+troop+mom+2009=4
2025-02-15T01:48:04,41785,GET /rate/ordinary+decent+criminal+2000=3
2025-02-15T01:48:06,48629,GET /rate/still+walking+2008=4
2025-02-15T01:48:07,18798,GET /rate/whiplash+2014=4
2025-02-15T01:48:08,30159,GET /rate/ernest++celestine+2012=5
2025-02-15T01:48:11,58519,GET /rate/intolerance+loves+struggle+throughout+the+ages+1916=4
2025-02-15T01:48:18,67912,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=4
2025-02-15T01:48:23,23755,GET /rate/i_+robot+2004=4
2025-02-15T01:48:23,71959,GET /rate/fight+club+1999=4
2025-02-15T01:48:25,14172,GET /rate/the+11+commandments+2004=3
2025-02-15T01:48:25,44616,GET /rate/compagni+di+scuola+1988=4
2025-02-15T01:48:26,89378,GET /rate/titanic+1997=4
2025-02-15T01:48:26,78203,GET /rate/no+blade+of+grass+1970=4
2025-02-15T01:48:27,4753,GET /rate/into+the+woods+2014=4
2025-02-15T01:48:29,54480,GET /rate/the+green+mile+1999=5
2025-02-15T01:48:29,68955,GET /rate/nausica+of+the+valley+of+the+wind+1984=4
2025-02-15T01:48:31,15872,GET /rate/the+awful+truth+1937=4
2025-02-15T01:48:32,97487,GET /rate/tracy+morgan+black++blue+2010=5
2025-02-15T01:48:32,76071,GET /rate/wintersleepers+1997=3
2025-02-15T01:48:34,17195,GET /rate/cooking+up+dreams+2009=4
2025-02-15T01:48:37,64645,GET /rate/the+champ+1931=3
2025-02-15T01:48:37,58953,GET /rate/shadows+of+forgotten+ancestors+1965=4
2025-02-15T01:48:38,96188,GET /rate/hunted+city+1979=4
2025-02-15T01:48:40,70098,GET /rate/black+water+2007=3
2025-02-15T01:48:46,87351,GET /rate/night+passage+1957=4
2025-02-15T01:48:48,93192,GET /rate/bringing+down+the+house+2003=3
2025-02-15T01:48:49,95355,GET /rate/the+birds+1963=4
2025-02-15T01:48:51,65013,GET /rate/dots+1940=4
2025-02-15T01:48:51,68935,GET /rate/anita+2013=3
2025-02-15T01:48:53,28619,GET /rate/amadeus+1984=4
2025-02-15T01:48:56,94620,GET /rate/griffin++phoenix+2006=5
2025-02-15T01:48:58,65149,GET /rate/ice+age+dawn+of+the+dinosaurs+2009=4
2025-02-15T01:49:01,21744,GET /rate/the+shawshank+redemption+1994=4
2025-02-15T01:49:01,100654,GET /rate/dudley+do-right+1999=2
2025-02-15T01:49:03,38168,GET /rate/happy+here+and+now+2002=4
2025-02-15T01:49:05,67374,GET /rate/flags+of+our+fathers+2006=4
2025-02-15T01:49:07,74399,GET /rate/farewell_+my+lovely+1975=4
2025-02-15T01:49:13,104449,GET /rate/pinocchio+1940=3
2025-02-15T01:49:13,43627,GET /rate/snow+white+and+the+seven+dwarfs+1937=3
2025-02-15T01:49:14,44902,GET /rate/wreck-it+ralph+2012=4
2025-02-15T01:49:15,66304,GET /rate/imitation+of+life+1959=4
2025-02-15T01:49:17,23025,GET /rate/iron+man+2008=4
2025-02-15T01:49:18,91777,GET /rate/pinocchio+1940=3
2025-02-15T01:51:05,2867,GET /rate/eastern+drift+2010=4
2025-02-15T01:51:06,103824,GET /rate/12+angry+men+1957=4
2025-02-15T01:51:07,16423,GET /rate/guardians+of+the+galaxy+2014=4
2025-02-15T01:51:08,7069,GET /rate/the+gods+must+be+crazy+1980=4
2025-02-15T01:51:12,77004,GET /rate/elephant+boy+1937=4
2025-02-15T01:51:17,84583,GET /rate/tynn+tarmoa+2009=3
2025-02-15T01:51:17,102185,GET /rate/cherish+2002=5
2025-02-15T01:51:18,60234,GET /rate/to+be+or+not+to+be+1942=4
2025-02-15T01:51:20,4457,GET /rate/tolable+david+1921=4
2025-02-15T01:51:23,272,GET /rate/as+tears+go+by+1988=3
2025-02-15T01:51:24,72075,GET /rate/the+place+beyond+the+pines+2013=3
2025-02-15T01:51:27,48447,GET /rate/key+largo+1948=3
2025-02-15T01:51:33,15490,GET /rate/craigs+wife+1936=4
2025-02-15T01:51:35,95206,GET /rate/harry+potter+and+the+deathly+hallows+part+1+2010=3
2025-02-15T01:51:35,19888,GET /rate/district+b13+2004=3
2025-02-15T01:51:39,92050,GET /rate/the+red+and+the+white+1967=4
2025-02-15T01:51:45,89086,GET /rate/shadowing+the+third+man+2004=5
2025-02-15T01:51:47,96926,GET /rate/despicable+me+2010=4
2025-02-15T01:51:48,34559,GET /rate/barefoot+2014=2
2025-02-15T01:51:49,42945,GET /rate/kon-tiki+1950=4
2025-02-15T01:51:50,23021,GET /rate/after+image+2001=3
2025-02-15T01:51:51,95573,GET /rate/black+sabbath+1963=4
2025-02-15T01:51:52,51674,GET /rate/they+might+be+giants+1971=3
2025-02-15T01:51:53,77501,GET /rate/the+goonies+1985=4
2025-02-15T01:51:54,23027,GET /rate/despicable+me+2010=4
2025-02-15T01:51:56,25919,GET /rate/eye+of+god+1997=4
2025-02-15T01:52,103308,GET /rate/the+blade+1995=4
2025-02-15T01:52:01,32760,GET /rate/force+of+evil+1948=3
2025-02-15T01:52:05,83968,GET /rate/dinosaurus+1960=3
2025-02-15T01:52:09,63481,GET /rate/the+secret+world+of+arrietty+2010=4
2025-02-15T01:52:10,18616,GET /rate/quicksilver+1986=4
2025-02-15T01:52:11,67650,GET /rate/clash+of+the+titans+1981=4
2025-02-15T01:52:17,53077,GET /rate/kikis+delivery+service+1989=4
2025-02-15T01:52:18,104154,GET /rate/fight+club+1999=4
2025-02-15T01:52:24,63467,GET /rate/harry+potter+and+the+deathly+hallows+part+2+2011=4
2025-02-15T01:52:24,63626,GET /rate/legend+no.+17+2013=4
2025-02-15T01:52:28,58466,GET /rate/a+decade+under+the+influence+2003=3
2025-02-15T01:52:28,58381,GET /rate/indiana+jones+and+the+last+crusade+1989=4
2025-02-15T01:52:28,3623,GET /rate/the+crucible+1996=4
2025-02-15T01:52:31,60298,GET /rate/just+like+a+woman+2012=4
2025-02-15T01:52:33,11924,GET /rate/the+hobbit+an+unexpected+journey+2012=4
2025-02-15T01:52:33,16699,GET /rate/farewell_+my+queen+2012=2
2025-02-15T01:52:34,29817,GET /rate/the+matrix+1999=4
2025-02-15T01:52:35,33620,GET /rate/poseidon+2006=3
2025-02-15T01:52:38,30863,GET /rate/shrek+2001=4
2025-02-15T01:52:42,16420,GET /rate/the+hidden+face+2011=4
2025-02-15T01:52:45,56232,GET /rate/jay+and+silent+bob+strike+back+2001=4
2025-02-15T01:52:50,109455,GET /rate/seven+brides+for+seven+brothers+1954=3
2025-02-15T01:52:51,6629,GET /rate/tombstone+1993=5
2025-02-15T01:52:53,100886,GET /rate/toy+story+3+2010=4
2025-02-15T01:52:56,44200,GET /rate/mega+shark+vs.+crocosaurus+2010=3
2025-02-15T01:52:57,62201,GET /rate/pride+2014=4
2025-02-15T01:52:58,87766,GET /rate/missing+1982=4
2025-02-15T01:52:59,6266,GET /rate/bye+bye+brasil+1980=3
2025-02-15T01:53,29459,GET /rate/dance_+girl_+dance+1940=3
2025-02-15T01:53,60595,GET /rate/heavy+metal+1981=3
2025-02-15T01:53:01,65976,GET /rate/how+to+train+your+dragon+2010=3
2025-02-15T01:53:02,74879,GET /rate/temptation+of+a+monk+1993=3
2025-02-15T01:53:03,74363,GET /rate/grease+1978=5
2025-02-15T01:53:04,46303,GET /rate/the+only+son+1936=3
2025-02-15T01:49:25,24081,GET /rate/pushing+hands+1992=5
2025-02-15T01:49:28,63090,GET /rate/white+night+wedding+2008=3
2025-02-15T01:49:30,89801,GET /rate/on+a+clear+day+2005=3
2025-02-15T01:49:33,38071,GET /rate/late+marriage+2001=4
2025-02-15T01:49:34,101740,GET /rate/w.r.+-+mysteries+of+the+organism+1971=3
2025-02-15T01:49:34,2204,GET /rate/clown+2014=4
2025-02-15T01:49:35,64223,GET /rate/the+black+power+mixtape+1967-1975+2011=4
2025-02-15T01:49:35,74990,GET /rate/aliens+1986=4
2025-02-15T01:49:35,22550,GET /rate/the+farmers+daughter+1947=2
2025-02-15T01:49:37,92134,GET /rate/daffy+ducks+quackbusters+1988=3
2025-02-15T01:49:38,62614,GET /rate/from+the+journals+of+jean+seberg+1995=4
2025-02-15T01:49:39,72530,GET /rate/such+a+long+journey+1998=4
2025-02-15T01:49:42,21924,GET /rate/brazilian+western+2013=4
2025-02-15T01:49:44,7553,GET /rate/dinner+at+eight+1933=4
2025-02-15T01:49:50,52573,GET /rate/journey+to+portugal+2011=3
2025-02-15T01:49:50,2630,GET /rate/iron+man+2008=5
2025-02-15T01:49:51,34431,GET /rate/semi-tough+1977=3
2025-02-15T01:49:52,32730,GET /rate/paperman+2012=4
2025-02-15T01:49:53,97667,GET /rate/the+way+to+the+stars+1945=4
2025-02-15T01:49:56,37322,GET /rate/deep+rising+1998=2
2025-02-15T01:50:01,1052,GET /rate/i+hate+myself++2013=2
2025-02-15T01:50:01,12367,GET /rate/wings+of+desire+1987=3
2025-02-15T01:50:02,25027,GET /rate/mutiny+on+the+bounty+1962=3
2025-02-15T01:50:02,98224,GET /rate/marvin+hamlisch+what+he+did+for+love+2013=4
2025-02-15T01:50:03,75096,GET /rate/because+of+winn-dixie+2005=2
2025-02-15T01:50:05,850,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=3
2025-02-15T01:50:10,83518,GET /rate/fearless+2006=4
2025-02-15T01:50:15,75302,GET /rate/the+curse+of+the+were-rabbit+2005=3
2025-02-15T01:50:15,51924,GET /rate/reservoir+dogs+1992=4
2025-02-15T01:50:17,109491,GET /rate/hollywood+canteen+1944=4
2025-02-15T01:50:17,42034,GET /rate/toy+story+1995=5
2025-02-15T01:50:20,76154,GET /rate/inception+2010=5
2025-02-15T01:50:20,28896,GET /rate/carancho+2010=4
2025-02-15T01:50:22,5890,GET /rate/brain+damage+1988=3
2025-02-15T01:50:25,29522,GET /rate/summer+storm+2004=4
2025-02-15T01:50:27,106104,GET /rate/margot+at+the+wedding+2007=3
2025-02-15T01:50:27,6150,GET /rate/the+boy+friend+1971=3
2025-02-15T01:50:28,35803,GET /rate/cra+cuervos+1975=4
2025-02-15T01:50:36,58855,GET /rate/step+up+all+in+2014=3
2025-02-15T01:50:37,2191,GET /rate/little+manhattan+2005=3
2025-02-15T01:50:38,74006,GET /rate/re-cycle+2006=3
2025-02-15T01:50:42,106883,GET /rate/carlos+2010=5
2025-02-15T01:50:42,90924,GET /rate/goodbye_+mr.+chips+1969=4
2025-02-15T01:50:42,97055,GET /rate/hercules+1997=4
2025-02-15T01:50:43,109188,GET /rate/five+star+final+1931=4
2025-02-15T01:50:44,60273,GET /rate/frontier+of+the+dawn+2008=3
2025-02-15T01:50:48,79542,GET /rate/long+days+journey+into+night+1962=4
2025-02-15T01:50:50,9157,GET /rate/destruction+force+1977=2
2025-02-15T01:50:51,109892,GET /rate/possible+loves+2001=3
2025-02-15T01:50:54,106126,GET /rate/love+and+anarchy+1973=3
2025-02-15T01:50:54,106429,GET /rate/fanny++alexander+1982=4
2025-02-15T01:50:57,41499,GET /rate/dumb+and+dumber+1994=4
2025-02-15T01:50:57,72724,GET /rate/saint+seiya+legend+of+sanctuary+2014=5
2025-02-15T01:50:58,14109,GET /rate/seven+samurai+1954=5
2025-02-15T01:50:58,97248,GET /rate/the+incredibles+2004=3
2025-02-15T01:50:59,36309,GET /rate/aladdin+1992=4
2025-02-15T01:50:59,95169,GET /rate/the+dark+knight+2008=5
2025-02-15T01:51:06,27077,GET /rate/the+champ+1931=3
2025-02-15T01:51:09,98172,GET /rate/fist+of+the+north+star+1986=4
2025-02-15T01:51:10,68583,GET /rate/the+cat+returns+2002=5
2025-02-15T01:51:11,106803,GET /rate/rocknrolla+2008=4
2025-02-15T01:51:11,46965,GET /rate/iron+man+2+2010=4
2025-02-15T01:51:13,69787,GET /rate/men+in+black+ii+2002=3
2025-02-15T01:51:15,73003,GET /rate/lust+for+love+2014=4
2025-02-15T01:51:15,89940,GET /rate/spider-man+3+2007=3
2025-02-15T01:51:19,61264,GET /rate/rudderless+2014=3
2025-02-15T01:53:08,37177,GET /rate/contraband+1940=3
2025-02-15T01:53:23,15309,GET /rate/summer+rental+1985=3
2025-02-15T01:53:24,8806,GET /rate/star+wars+1977=4
2025-02-15T01:53:26,101443,GET /rate/kidnapping_+caucasian+style+1967=4
2025-02-15T01:53:27,2392,GET /rate/louise+brooks+looking+for+lulu+1998=3
2025-02-15T01:53:28,7991,GET /rate/the+hobbit+an+unexpected+journey+2012=4
2025-02-15T01:53:40,3340,GET /rate/harry+potter+and+the+chamber+of+secrets+2002=5
2025-02-15T01:53:43,38476,GET /rate/the+lord+of+the+rings+the+two+towers+2002=4
2025-02-15T01:53:50,76204,GET /rate/the+two+faces+of+january+2014=3
2025-02-15T01:53:52,107360,GET /rate/helen+2009=4
2025-02-15T01:53:52,75100,GET /rate/trancers+1984=4
2025-02-15T01:53:52,62599,GET /rate/star+wars+1977=4
2025-02-15T01:53:53,27534,GET /rate/mad+love+1921=3
2025-02-15T01:53:56,80576,GET /rate/harry+potter+and+the+deathly+hallows+part+2+2011=4
2025-02-15T01:53:58,103166,GET /rate/paperback+romance+1994=4
2025-02-15T01:53:59,463,GET /rate/on+the+other+side+of+the+tracks+2012=4
2025-02-15T01:54:02,92890,GET /rate/the+magician+1958=3
2025-02-15T01:54:09,38209,GET /rate/rocks+2003=5
2025-02-15T01:54:12,59527,GET /rate/hen+hop+1942=3
2025-02-15T01:54:14,62752,GET /rate/the+omen+1976=5
2025-02-15T01:54:23,30611,GET /rate/one+flew+over+the+cuckoos+nest+1975=5
2025-02-15T01:54:31,22943,GET /rate/marie+antoinette+2006=3
2025-02-15T01:54:32,85502,GET /rate/confidence+girl+1952=5
2025-02-15T01:54:33,54736,GET /rate/shrek+2001=4
2025-02-15T01:54:36,104517,GET /rate/cloudy+with+a+chance+of+meatballs+2009=5
2025-02-15T01:54:38,98808,GET /rate/sleeping+beauty+1959=4
2025-02-15T01:54:39,91099,GET /rate/fight+club+1999=4
2025-02-15T01:54:39,55580,GET /rate/x-men+2000=3
2025-02-15T01:54:42,55676,GET /rate/assassination+games+2011=3
2025-02-15T01:54:44,76406,GET /rate/dogs+1976=4
2025-02-15T01:54:46,77137,GET /rate/predator+1987=4
2025-02-15T01:54:49,79741,GET /rate/frank+herberts+children+of+dune+2003=4
2025-02-15T01:54:50,104698,GET /rate/my+neighbor+totoro+1988=4
2025-02-15T01:54:50,106166,GET /rate/master+of+the+house+1925=4
2025-02-15T01:54:52,62128,GET /rate/children+underground+2001=4
2025-02-15T01:54:53,57756,GET /rate/kill+bill+vol.+1+2003=4
2025-02-15T01:54:57,16317,GET /rate/ghostbusters+1984=5
2025-02-15T01:55,76497,GET /rate/spirited+away+2001=5
2025-02-15T01:55:02,65885,GET /rate/spirited+away+2001=5
2025-02-15T01:55:03,96517,GET /rate/the+dark+knight+2008=4
2025-02-15T01:55:04,33150,GET /rate/ordet+1955=4
2025-02-15T01:51:21,108920,GET /rate/the+winning+season+2009=4
2025-02-15T01:51:23,99584,GET /rate/bowling+for+columbine+2002=3
2025-02-15T01:51:25,55262,GET /rate/die+hard+1988=4
2025-02-15T01:51:25,108371,GET /rate/masculin+fminin+1966=4
2025-02-15T01:51:31,46839,GET /rate/amuck+1972=3
2025-02-15T01:51:31,70375,GET /rate/forbidden+planet+1956=4
2025-02-15T01:51:33,68088,GET /rate/jack-jack+attack+2004=4
2025-02-15T01:51:35,90730,GET /rate/superbad+2007=5
2025-02-15T01:51:38,97,GET /rate/adjust+your+tracking+the+untold+story+of+the+vhs+collector+2013=3
2025-02-15T01:51:39,36483,GET /rate/the+equalizer+2014=4
2025-02-15T01:51:41,49633,GET /rate/torso+1973=4
2025-02-15T01:51:42,93180,GET /rate/savannah+smiles+1982=4
2025-02-15T01:51:42,13993,GET /rate/insomnia+2002=4
2025-02-15T01:51:42,47905,GET /rate/rockabilly+vampire+1996=4
2025-02-15T01:51:44,34785,GET /rate/rings+2005=4
2025-02-15T01:51:44,29667,GET /rate/rage+of+honor+1987=3
2025-02-15T01:51:46,98954,GET /rate/princess+mononoke+1997=4
2025-02-15T01:51:47,78830,GET /rate/the+hurt+locker+2008=4
2025-02-15T01:51:48,71646,GET /rate/toy+story+1995=4
2025-02-15T01:51:50,94222,GET /rate/the+end+of+the+line+2009=3
2025-02-15T01:51:51,62304,GET /rate/alfie+1966=4
2025-02-15T01:51:53,37333,GET /rate/two+family+house+2000=3
2025-02-15T01:51:56,57631,GET /rate/aliens+1986=4
2025-02-15T01:51:57,106291,GET /rate/harry+potter+and+the+philosophers+stone+2001=3
2025-02-15T01:51:57,38212,GET /rate/megamind+2010=4
2025-02-15T01:52,49669,GET /rate/benjamin+blmchen+-+seine+schnsten+abenteuer+2006=2
2025-02-15T01:52:01,30849,GET /rate/one+flew+over+the+cuckoos+nest+1975=5
2025-02-15T01:52:02,78884,GET /rate/i_+robot+2004=3
2025-02-15T01:52:03,51308,GET /rate/smile+1975=4
2025-02-15T01:52:16,98326,GET /rate/hellyys+1972=4
2025-02-15T01:52:16,1087,GET /rate/a+few+good+men+1992=3
2025-02-15T01:52:22,103951,GET /rate/casablanca+express+1989=3
2025-02-15T01:52:30,34225,GET /rate/the+mysterious+geographic+explorations+of+jasper+morello+2005=3
2025-02-15T01:52:33,47206,GET /rate/howls+moving+castle+2004=4
2025-02-15T01:52:39,17348,GET /rate/harry+potter+and+the+half-blood+prince+2009=3
2025-02-15T01:52:42,15602,GET /rate/how+to+train+your+dragon+2010=4
2025-02-15T01:52:46,45337,GET /rate/goldengirl+1979=3
2025-02-15T01:52:47,58956,GET /rate/the+maze+runner+2014=3
2025-02-15T01:52:50,35066,GET /rate/dude_+wheres+my+car+2000=3
2025-02-15T01:52:54,70672,GET /rate/dark+habits+1983=3
2025-02-15T01:52:54,106910,GET /rate/batman+mystery+of+the+batwoman+2003=3
2025-02-15T01:52:57,21897,GET /rate/the+bucket+list+2007=3
2025-02-15T01:52:59,33299,GET /rate/waltzes+from+vienna+1934=2
2025-02-15T01:53:01,104634,GET /rate/the+polar+express+2004=3
2025-02-15T01:53:02,62408,GET /rate/the+imitation+game+2014=4
2025-02-15T01:53:04,34512,GET /rate/egg+2007=3
2025-02-15T01:53:04,22492,GET /rate/night+and+fog+1955=3
2025-02-15T01:53:04,11964,GET /rate/kikis+delivery+service+1989=3
2025-02-15T01:53:06,46417,GET /rate/charlie+chan+at+the+olympics+1937=4
2025-02-15T01:53:07,34679,GET /rate/pom+poko+1994=4
2025-02-15T01:53:08,5118,GET /rate/backbeat+1994=4
2025-02-15T01:53:10,46419,GET /rate/ray+2004=3
2025-02-15T01:53:11,12775,GET /rate/for+whom+the+bell+tolls+1943=4
2025-02-15T01:53:13,44056,GET /rate/se7en+1995=5
2025-02-15T01:53:16,81428,GET /rate/champagne+for+caesar+1950=4
2025-02-15T01:53:18,58313,GET /rate/the+life+and+times+of+judge+roy+bean+1972=3
2025-02-15T01:55:05,95868,GET /rate/end+of+watch+2012=4
2025-02-15T01:55:07,57952,GET /rate/the+equalizer+2014=4
2025-02-15T01:55:08,58816,GET /rate/santa+claus+is+a+stinker+1982=4
2025-02-15T01:55:12,6836,GET /rate/flags+of+our+fathers+2006=5
2025-02-15T01:55:13,11178,GET /rate/the+soul+of+bread+2012=3
2025-02-15T01:55:17,95549,GET /rate/interstellar+2014=4
2025-02-15T01:55:20,7039,GET /rate/milk+2008=3
2025-02-15T01:55:20,48974,GET /rate/kitchen+stories+2003=5
2025-02-15T01:55:21,40595,GET /rate/much+ado+about+nothing+2012=3
2025-02-15T01:55:24,7582,GET /rate/kicking+and+screaming+1995=3
2025-02-15T01:55:27,38279,GET /rate/guardians+of+the+galaxy+2014=4
2025-02-15T01:55:30,70095,GET /rate/the+boss+of+it+all+2006=4
2025-02-15T01:55:31,105694,GET /rate/hard+times+1975=4
2025-02-15T01:55:34,59726,GET /rate/terminator+2+judgment+day+1991=5
2025-02-15T01:55:37,62972,GET /rate/the+codes+of+gender+2010=4
2025-02-15T01:55:37,65309,GET /rate/juice+1992=3
2025-02-15T01:55:39,87813,GET /rate/the+cat+returns+2002=4
2025-02-15T01:55:42,29247,GET /rate/trust+1990=3
2025-02-15T01:55:46,64491,GET /rate/parents+1989=3
2025-02-15T01:55:46,52266,GET /rate/x-men+days+of+future+past+2014=4
2025-02-15T01:55:47,100932,GET /rate/all+about+eve+1950=4
2025-02-15T01:55:47,25559,GET /rate/one+flew+over+the+cuckoos+nest+1975=4
2025-02-15T01:55:47,21756,GET /rate/dumb+and+dumber+1994=5
2025-02-15T01:55:54,73311,GET /rate/pulp+fiction+1994=5
2025-02-15T01:55:59,34937,GET /rate/back+to+the+future+1985=4
2025-02-15T01:56:03,60788,GET /rate/white+mane+1953=4
2025-02-15T01:56:03,107214,GET /rate/forced+to+kill+1994=3
2025-02-15T01:56:03,88780,GET /rate/oculus+2013=4
2025-02-15T01:56:05,25626,GET /rate/houdini+2014=5
2025-02-15T01:56:07,88166,GET /rate/a+bugs+life+1998=4
2025-02-15T01:56:07,30649,GET /rate/mesmerized+1985=4
2025-02-15T01:56:09,31280,GET /rate/amer+2009=4
2025-02-15T01:56:11,25281,GET /rate/underground+1995=5
2025-02-15T01:56:13,81266,GET /rate/the+referees+2009=4
2025-02-15T01:56:14,109389,GET /rate/muriel_+or+the+time+of+return+1963=4
2025-02-15T01:56:19,83184,GET /rate/homecoming+2009=2
2025-02-15T01:56:21,42895,GET /rate/made+in+dagenham+2010=3
2025-02-15T01:56:22,15137,GET /rate/making+love+1982=3
2025-02-15T01:56:22,79388,GET /rate/i+shot+andy+warhol+1996=4
2025-02-15T01:56:22,22824,GET /rate/the+puppetmaster+1993=4
2025-02-15T01:56:26,41165,GET /rate/spirited+away+2001=3
2025-02-15T01:56:30,84738,GET /rate/troy+2004=3
2025-02-15T01:56:32,95252,GET /rate/cows+1992=4
2025-02-15T01:56:32,60869,GET /rate/side+by+side+2012=4
2025-02-15T01:56:32,103790,GET /rate/the+canyon+2009=3
2025-02-15T01:56:34,82127,GET /rate/mortuary+2005=4
2025-02-15T01:56:36,104845,GET /rate/last+train+from+gun+hill+1959=4
2025-02-15T01:56:37,68112,GET /rate/american+dream+1990=3
2025-02-15T01:56:41,50073,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=3
2025-02-15T01:56:43,33648,GET /rate/a+coffee+in+berlin+2012=5
2025-02-15T01:56:44,13848,GET /rate/the+good_+the+bad+and+the+ugly+1966=4
2025-02-15T01:56:47,75261,GET /rate/harry+potter+and+the+deathly+hallows+part+2+2011=5
2025-02-15T01:56:51,94591,GET /rate/love+and+death+on+long+island+1997=4
2025-02-15T01:56:51,64932,GET /rate/the+day+of+the+jackal+1973=4
2025-02-15T01:56:53,10784,GET /rate/master+and+commander+the+far+side+of+the+world+2003=5
2025-02-15T01:57:02,32975,GET /rate/the+boys+1962=4
2025-02-15T01:57:04,61653,GET /rate/indiana+jones+and+the+last+crusade+1989=3
2025-02-15T01:53:25,48694,GET /rate/morgan+a+suitable+case+for+treatment+1966=4
2025-02-15T01:53:26,82514,GET /rate/interstellar+2014=4
2025-02-15T01:53:28,99910,GET /rate/aurora+2011=5
2025-02-15T01:53:30,62725,GET /rate/anzio+1968=3
2025-02-15T01:53:30,33472,GET /rate/better+off+dead...+1985=4
2025-02-15T01:53:35,70547,GET /rate/forces+of+nature+1999=2
2025-02-15T01:53:35,91616,GET /rate/ruby+sparks+2012=4
2025-02-15T01:53:43,17232,GET /rate/constantine+2005=4
2025-02-15T01:53:45,9442,GET /rate/the+town+2010=4
